['Vagabund', 'Gratweg', '* VI', '3556', 'Vagabund', 'Gratweg', '* VI', '567000000060', 1.224744871391589]
['Raue Zinne', 'Nasszellenromantik', 'RP IXb', '7831', 'Raue Zinne', 'Abgelehnte Erstbegehung: Nasszellenromantik', 'RP IXb', '214000000640', 0.8666587767873802]
['Raue Zinne', 'Blockschokolade (eliminiert)', 'VIIb', '1945', 'Raue Zinne', 'Kulissenriss', 'VIIb', '214000000450', 0.8463443837012362]
['Haselmaus', 'Grexit', 'VIIIa', '12109', 'Haselmaus', 'Grexit', 'VIIIa', '213000000150', 1.224744871391589]
['Haselmaus', 'Bärliner Wand', 'VIIa', '11853', 'Haselmaus', 'Bärliner Wand', 'VIIa', '213000000330', 1.224744871391589]
['Haselmaus', 'Ziehung der Flaschenkinder', '* VI', '11790', 'Haselmaus', 'Ziehung der Flaschenkinder', '* VI', '213000000300', 1.224744871391589]
['Haselmaus', 'Pfeilerweg', 'I', '11601', 'Haselmaus', 'Pfeilerweg', 'I', '213000000080', 1.224744871391589]
['Haselmaus', 'Nach Fristende', 'VIIIa', '12610', 'Haselmaus', 'Nach Fristende', 'VIIIa', '213000000160', 1.224744871391589]
['Haselmaus', 'Aschenbrödels Bommel', 'IXa', '11795', 'Haselmaus', 'Aschenbrödels Bommel', 'IXa', '213000000250', 1.224744871391589]
['Haselmaus', 'Volltreffer', 'VIIa', '13166', 'Haselmaus', 'Volltreffer', 'VIIa', '213000000070', 1.224744871391589]
['Haselmaus', 'Schlupfloch', 'VIIIa RP VIIIb', '12227', 'Haselmaus', 'Schlupfloch', 'VIIIa RP VIIIb', '213000000170', 1.224744871391589]
['Haselmaus', 'Mittlere Nordostwand', 'VIIa', '11796', 'Haselmaus', 'Mittlere Nordost-Wand', 'VIIa', '213000000220', 1.211819260816923]
['Haselmaus', 'Nordwestzustieg', 'IV', '11723', 'Haselmaus', 'Nordwest-Zustieg', 'IV', '213000000140', 1.2077944200529787]
['Haselmaus', 'Südwestkante', 'VI', '11676', 'Haselmaus', 'Südwest-Kante', 'VI', '213000000440', 1.2039000834429212]
['Haselmaus', 'Nordostkante', 'III', '13360', 'Haselmaus', 'Nordost-Kante', 'III', '213000000370', 1.2039000834429212]
['Haselmaus', 'Spitzen Spitzmausspreize', 'IV', '11848', 'Haselmaus', 'Spitzen-Spitzmausspreize', 'IV', '213000000360', 1.202171389354578]
['Haselmaus', 'Nordostriss', 'III', '11855', 'Haselmaus', 'Nordost-Riss', 'III', '213000000340', 1.2021713893545778]
['Haselmaus', 'Nordostweg', 'I', '11600', 'Haselmaus', 'Nordost-Weg', 'I', '213000000350', 1.2001300817159304]
['Haselmaus', 'Südwestweg', 'II', '11599', 'Haselmaus', 'Südwest-Weg', 'II', '213000000050', 1.2001300817159304]
['Haselmaus', 'Südkante', 'VIIb', '11789', 'Haselmaus', 'Süd-Kante', 'VIIb', '213000000420', 1.1946956382436527]
['Haselmaus', 'Südmulde', 'II', '12373', 'Haselmaus', 'Süd-Mulde', 'II', '213000000400', 1.1946956382436527]
['Haselmaus', "Karla's Kante", 'VIIIb', '11797', 'Haselmaus', 'Karlas Kante', '* VIIIb', '213000000100', 1.1812548688724462]
['Haselmaus', 'Hier kommt Alex', 'V', '13083', 'Haselmaus', 'Hier kommt Alex', 'VI', '213000000190', 1.1606990230986767]
['Haselmaus', 'Dürreperiode', 'VI', '11793', 'Haselmaus', 'Dürreperiode', 'VI RP VI', '213000000410', 1.1412576991207855]
['Haselmaus', 'Wespenplage', 'VI', '11794', 'Haselmaus', 'Wespenplage', 'VI RP VI', '213000000280', 1.1412576991207855]
['Haselmaus', "Ole's Wand", 'VIIIb', '11799', 'Haselmaus', 'Oles Wand', '! VIIIb RP VIIIb', '213000000110', 1.118192751535172]
['Haselmaus', 'Zweibärensprung', '2/II', '11684', 'Haselmaus', 'Zweibärensprung', 'II 2', '213000000450', 1.0673681142689362]
['Haselmaus', 'Mäusedreck', 'V', '12852', 'Haselmaus', 'Nasser Sack', 'V', '213000000090', 0.9614946659518245]
['Pfaffenschluchtspitze, Nördliche', 'Verbindung', 'VIIc', '5964', 'Nördliche Pfaffenschluchtspitze', 'Verbindung', 'VIIc', '212000000110', 1.224744871391589]
['Pfaffenschluchtspitze, Nördliche', 'Alter Weg', 'IV', '5970', 'Nördliche Pfaffenschluchtspitze', 'Alter Weg', 'IV', '212000000010', 1.224744871391589]
['Pfaffenschluchtspitze, Nördliche', 'Radau', 'IXb RP IXc', '11725', 'Nördliche Pfaffenschluchtspitze', 'Radau', 'IXb RP IXc', '212000000380', 1.224744871391589]
['Pfaffenschluchtspitze, Nördliche', 'Direkte Süd-Kante', 'VIIc', '11726', 'Nördliche Pfaffenschluchtspitze', 'Direkte Süd-Kante', 'VIIc', '212000000140', 1.224744871391589]
['Pfaffenschluchtspitze, Nördliche', 'Remmidemmi', 'VIIIb RP VIIIc', '9222', 'Nördliche Pfaffenschluchtspitze', 'Remmidemmi', 'VIIIb RP VIIIc', '212000000320', 1.224744871391589]
['Pfaffenschluchtspitze, Nördliche', 'Spätzünder', 'VIIb', '11569', 'Nördliche Pfaffenschluchtspitze', 'Spätzünder', 'VIIb', '212000000090', 1.224744871391589]
['Pfaffenschluchtspitze, Nördliche', 'Neuer Weg', 'VIIa', '4940', 'Nördliche Pfaffenschluchtspitze', 'Neuer Weg', 'VIIa', '212000000240', 1.224744871391589]
['Pfaffenschluchtspitze, Nördliche', 'Krawall', 'IXc', '8371', 'Nördliche Pfaffenschluchtspitze', 'Krawall', 'IXc', '212000000360', 1.224744871391589]
['Pfaffenschluchtspitze, Nördliche', 'Locker gelöst', 'V', '10936', 'Nördliche Pfaffenschluchtspitze', 'Locker gelöst', 'V', '212000000070', 1.224744871391589]
['Pfaffenschluchtspitze, Nördliche', 'Nordostweg', 'VI', '4725', 'Nördliche Pfaffenschluchtspitze', 'Nordost-Weg', 'VI', '212000000330', 1.2001300817159304]
['Pfaffenschluchtspitze, Nördliche', 'Herbstweg', 'VIIc', '9499', 'Nördliche Pfaffenschluchtspitze', 'Herbstweg', '! VIIc', '212000000120', 1.1981467170407618]
['Pfaffenschluchtspitze, Nördliche', 'Südkante', 'VIIa (VIIb)', '11459', 'Nördliche Pfaffenschluchtspitze', 'Süd-Kante', 'VIIa (VIIb)', '212000000100', 1.1946956382436527]
['Pfaffenschluchtspitze, Nördliche', 'Direkter Herbstweg', 'VIIIc', '5973', 'Nördliche Pfaffenschluchtspitze', 'Direkter Herbstweg', '!* VIIIc', '212000000130', 1.1871381773636105]
['Pfaffenschluchtspitze, Nördliche', 'Schartenriß', 'V', '10991', 'Nördliche Pfaffenschluchtspitze', 'Schartenriss', 'V', '212000000060', 1.155705206810311]
['Pfaffenschluchtspitze, Nördliche', 'Taifun', 'IXb', '6003', 'Nördliche Pfaffenschluchtspitze', 'Taifun', 'IXb RP IXc', '212000000260', 1.1460227116229222]
['Pfaffenschluchtspitze, Nördliche', 'Talweg', 'VIIIb RP VIIIb', '8951', 'Nördliche Pfaffenschluchtspitze', 'Talweg', '* VIIIb', '212000000150', 1.1319231422671772]
['Pfaffenschluchtspitze, Nördliche', 'Blizzard', 'VIIIa', '4044', 'Nördliche Pfaffenschluchtspitze', 'Blizzard', 'VIIIb RP VIIIc', '212000000250', 1.1193031341744915]
['Pfaffenschluchtspitze, Nördliche', 'Rissvariante zum Pfeilerweg', 'VIIa', '1299', 'Nördliche Pfaffenschluchtspitze', 'Rissvariante', 'VIIa', '212000000280', 1.0788527158244081]
['Pfaffenschluchtspitze, Nördliche', 'Pfeilerweg', 'V', '2428', 'Nördliche Pfaffenschluchtspitze', 'Pfeilerweg', '!* V', '212000000270', 1.0]
['Pfaffenschluchtspitze, Nördliche', 'Schartenweg', 'IV', '10935', 'Nördliche Pfaffenschluchtspitze', 'Schartenweg', 'V', '212000000020', 1.0]
['Pfaffenschluchtspitze, Nördliche', 'Südweg', 'IV', '2236', 'Nördliche Pfaffenschluchtspitze', 'Süd-Weg', '* IV', '212000000080', 0.9523809523809524]
['Dreimännerturm', 'Blinde Kuh', 'VIIIb RP VIIIc', '11007', 'Dreimännerturm', 'Blinde Kuh', 'VIIIb RP VIIIc', '211000000310', 1.224744871391589]
['Dreimännerturm', 'Vollendete Party', 'VIIc', '7412', 'Dreimännerturm', 'Vollendete Party', 'VIIc', '211000000270', 1.224744871391589]
['Dreimännerturm', 'Alter Weg', 'II', '8317', 'Dreimännerturm', 'Alter Weg', 'II', '211000000010', 1.224744871391589]
['Dreimännerturm', 'Vollendete Partie', '* VIIc', '204', 'Dreimännerturm', 'Vollendete Partie', '* VIIc', '211000000230', 1.224744871391589]
['Dreimännerturm', 'Vogelparadies', 'VIIIc', '9881', 'Dreimännerturm', 'Vogelparadies', 'VIIIc', '211000000160', 1.224744871391589]
['Dreimännerturm', 'Sonnenstich', 'VI', '11675', 'Dreimännerturm', 'Sonnenstich', 'VI', '211000000340', 1.224744871391589]
['Dreimännerturm', 'Flutkatastrophe', 'VIIIb', '4692', 'Dreimännerturm', 'Flutkatastrophe', 'VIIIb', '211000000260', 1.224744871391589]
['Dreimännerturm', 'Demonstration', 'VIIIb RP VIIIc', '7548', 'Dreimännerturm', 'Demonstration', 'VIIIb RP VIIIc', '211000000280', 1.224744871391589]
['Dreimännerturm', 'Juniweg', 'VI', '7882', 'Dreimännerturm', 'Juniweg', 'VI', '211000000320', 1.224744871391589]
['Dreimännerturm', 'Reife Linie', '* VIIIa', '5965', 'Dreimännerturm', 'Reife Linie', '* VIIIa', '211000000300', 1.224744871391589]
['Dreimännerturm', 'Nieselweg', 'VIIa (VIIb)', '12493', 'Dreimännerturm', 'Nieselweg', 'VIIa (VIIb)', '211000000080', 1.224744871391589]
['Dreimännerturm', 'Bergweg', 'V', '11757', 'Dreimännerturm', 'Bergweg', 'V', '211000000490', 1.224744871391589]
['Dreimännerturm', 'Duett', 'VIIb', '6424', 'Dreimännerturm', 'Duett', 'VIIb', '211000000050', 1.224744871391589]
['Dreimännerturm', 'Südwestkamin', 'III', '10956', 'Dreimännerturm', 'Südwest-Kamin', 'III', '211000000210', 1.2039000834429212]
['Dreimännerturm', 'Südwestweg', 'V', '11093', 'Dreimännerturm', 'Südwest-Weg', 'V', '211000000200', 1.2001300817159304]
['Dreimännerturm', 'Spiel mit dem KSP', '* VIIb', '7305', 'Dreimännerturm', 'Spiel mit dem KSP', 'VIIb', '211000000350', 1.1981467170407618]
['Dreimännerturm', 'Nordkante', 'III', '7837', 'Dreimännerturm', 'Nord-Kante', 'III', '211000000430', 1.1976829482147788]
['Dreimännerturm', 'Südkante', 'VIIc', '11592', 'Dreimännerturm', 'Süd-Kante', 'VIIc', '211000000150', 1.1946956382436527]
['Dreimännerturm', 'Westwand', 'VI', '7948', 'Dreimännerturm', 'West-Wand', 'VI', '211000000290', 1.1946956382436527]
['Dreimännerturm', 'Nordwest-Weg', '* III', '11667', 'Dreimännerturm', 'Nordwest-Weg', 'III', '211000000360', 1.191695803839591]
['Dreimännerturm', 'Flotter Dreier', 'VIIIb', '6004', 'Dreimännerturm', 'Flotter Dreier', 'VIIIb RP VIIIc', '211000000180', 1.1508518047703666]
['Dreimännerturm', 'Junge', 'VIIc', '11857', 'Dreimännerturm', 'Junge', 'VIIc RP VIIc', '211000000040', 1.1489125293076057]
['Dreimännerturm', 'Männlein', 'VIIb', '12605', 'Dreimännerturm', 'Männlein', 'VIIb RP VIIb', '211000000450', 1.1489125293076057]
['Dreimännerturm', 'Wandvariante zur Nord-Kante', 'V', '9253', 'Dreimännerturm', 'Wandvariante', 'V', '211000000440', 1.0788527158244081]
['Dreimännerturm', 'Übergangsweg', 'III', '12494', 'Dreimännerturm', 'Neuer Nordwest-Weg', 'III', '211000000370', 0.9033461880945298]
['Dreimännerturm', 'Reife Buben', 'VIIIb', '8245', 'Dreimännerturm', 'Dreierlei', 'II', '211000000460', 0.8768951584874837]
['Abendwand', 'Freundschaftsweg', 'III', '7720', 'Abendwand', 'Freundschaftsweg', 'III', '210000000390', 1.224744871391589]
['Abendwand', 'Blockkamin', 'II', '9541', 'Abendwand', 'Blockkamin', 'II', '210000000040', 1.224744871391589]
['Abendwand', 'Feierabendweg', 'IV', '7836', 'Abendwand', 'Feierabendweg', 'IV', '210000000370', 1.224744871391589]
['Abendwand', 'Bergweg', 'III', '7835', 'Abendwand', 'Bergweg', 'III', '210000000420', 1.224744871391589]
['Abendwand', 'Alter Weg', 'I', '9564', 'Abendwand', 'Alter Weg', 'I', '210000000010', 1.224744871391589]
['Abendwand', 'Neuer Ostweg', 'V', '10097', 'Abendwand', 'Neuer Ost-Weg', 'V', '210000000080', 1.2039000834429212]
['Abendwand', 'Ten beers after', 'VIIc', '5148', 'Abendwand', 'Ten Beers after', '* VIIc', '210000000050', 1.1981467170407618]
['Abendwand', 'Südkante', '* VIIa', '803', 'Abendwand', 'Süd-Kante', '* VIIa', '210000000190', 1.1946956382436527]
['Abendwand', 'Kleine Wand', 'VIIIa', '1669', 'Abendwand', 'Kleine Wand', 'VIIIb', '210000000410', 1.1728408057172788]
['Abendwand', 'Ostweg', 'II', '10895', 'Abendwand', 'Ost-Weg', 'III', '210000000070', 1.1410921114673924]
['Abendwand', 'Westweg', 'V', '12298', 'Abendwand', 'West-Kante', 'V', '210000000250', 1.0221470444602705]
['Abendwand', 'Julisprung', '3', '7313', 'Abendwand', 'Julisprung', 'I 3', '210000000440', 1.0]
['Hintere Abendwand', 'Bergweg', 'II', '12352', 'Hintere Abendwand', 'Bergweg', 'II', '209000000430', 1.224744871391589]
['Hintere Abendwand', 'Vorfahrt', 'IXb RP IXc', '13122', 'Hintere Abendwand', 'Vorfahrt', 'IXb RP IXc', '209000000320', 1.224744871391589]
['Hintere Abendwand', 'Alter Weg', 'II', '11734', 'Hintere Abendwand', 'Alter Weg', 'II', '209000000070', 1.224744871391589]
['Hintere Abendwand', 'Pichelweg', 'VI', '11552', 'Hintere Abendwand', 'Pichelweg', 'VI', '209000000240', 1.224744871391589]
['Hintere Abendwand', 'Südostverschneidung', 'VIIa', '12088', 'Hintere Abendwand', 'Südost-Verschneidung', 'VIIa', '209000000170', 1.2111748199349441]
['Hintere Abendwand', 'Exenjagd', 'VIIb', '12226', 'Hintere Abendwand', 'Exenjagd', '* VIIb', '209000000270', 1.1981467170407618]
['Hintere Abendwand', 'Wohlfühlzone', 'VIIb', '11608', 'Hintere Abendwand', 'Wohlfühlzone', '** VIIb', '209000000290', 1.1811273125260722]
['Hintere Abendwand', 'Sternchenkante', 'VIIIa', '12239', 'Hintere Abendwand', 'Sternchenkante', 'VIIIa RP VIIIa', '209000000160', 1.1508518047703666]
['Hintere Abendwand', 'Westrippe', 'VI', '11810', 'Hintere Abendwand', 'West-Rippe', 'VIIb', '209000000350', 1.1321071798494464]
['Hintere Abendwand', 'Schluchtwegvariante', 'III', '12979', 'Hintere Abendwand', 'Nasse-Schlucht-Kamin', 'III', '209000000190', 0.9488786605019308]
['Hintere Abendwand', 'Kreuzweg', 'III', '12427', 'Hintere Abendwand', 'Liegestuhl', 'III', '209000000390', 0.8958236433584459]
['Nasse-Schlucht-Turm', 'FKV-Weg', '! * VIIb', '100', 'Nasse-Schlucht-Turm', 'FKV-Weg', '!* VIIb', '208000000140', 1.224744871391589]
['Nasse-Schlucht-Turm', 'Trommelwirbel', 'VIIIa', '9587', 'Nasse-Schlucht-Turm', 'Trommelwirbel', 'VIIIa', '208000000030', 1.224744871391589]
['Nasse-Schlucht-Turm', 'Alter Weg', 'III', '6333', 'Nasse-Schlucht-Turm', 'Alter Weg', 'III', '208000000010', 1.224744871391589]
['Nasse-Schlucht-Turm', 'Schartenweg', 'III', '12788', 'Nasse-Schlucht-Turm', 'Schartenweg', 'III', '208000000050', 1.224744871391589]
['Nasse-Schlucht-Turm', 'Südostkamin', 'III', '8647', 'Nasse-Schlucht-Turm', 'Südost-Kamin', 'III', '208000000110', 1.2021713893545778]
['Nasse-Schlucht-Turm', 'Westkante', '* VIIIb', '11585', 'Nasse-Schlucht-Turm', 'West-Kante', '* VIIIb', '208000000220', 1.1976829482147788]
['Nasse-Schlucht-Turm', 'Südkante', '! * VIIb', '11645', 'Nasse-Schlucht-Turm', 'Süd-Kante', '!* VIIc', '208000000130', 1.1499388663896313]
['Nasse-Schlucht-Turm', 'AKV-Weg direkt', 'RP VIIc', '1380', 'Nasse-Schlucht-Turm', 'AKV-Weg direkt', '** VIIc', '208000000200', 1.1412576991207855]
['Nasse-Schlucht-Turm', 'AKV-Weg', 'VIIb (VIIc)', '2423', 'Nasse-Schlucht-Turm', 'AKV-Weg', '* VIIc', '208000000190', 1.1264496832477202]
['Nasse-Schlucht-Turm', 'Gerader AKV-Weg', 'VIIIa RP VIIIb', '7715', 'Nasse-Schlucht-Turm', 'Gerader AKV-Weg', 'VIIIb', '208000000210', 1.1193031341744915]
['Nasse-Schlucht-Turm', 'Südwestweg', 'VIIIc', '2351', 'Nasse-Schlucht-Turm', 'Südwest-Pfeiler', 'VIIIb', '208000000230', 0.9901988826293907]
['Nasse-Schlucht-Turm', 'Zwischenbuhler', 'VIIIb RP VIIIc', '7716', 'Nasse-Schlucht-Turm', 'Nebenbuhler', '* VIIIb RP VIIIc', '208000000180', 0.9700725265218756]
['Nasse-Schlucht-Turm', 'Südostriß', 'V', '4950', 'Nasse-Schlucht-Turm', 'Südost-Riss', '! V', '208000000100', 0.872053872053872]
['Ratte', 'Trichtermitte', 'II', '10330', 'Ratte', 'Trichtermitte', 'II', '207000000200', 1.224744871391589]
['Ratte', 'Leichter Weg', 'II', '9533', 'Ratte', 'Leichter Weg', 'II', '207000000030', 1.224744871391589]
['Ratte', 'Gewundene Rinne', 'VI', '1753', 'Ratte', 'Gewundene Rinne', 'VI', '207000000060', 1.224744871391589]
['Ratte', 'Kurz und bündig', 'IV', '9923', 'Ratte', 'Kurz und bündig', 'IV', '207000000190', 1.224744871391589]
['Ratte', 'Hoher Kamin', 'IV', '11287', 'Ratte', 'Hoher Kamin', 'IV', '207000000270', 1.224744871391589]
['Ratte', 'Rattenschwanz', 'VIIc', '2352', 'Ratte', 'Rattenschwanz', 'VIIc', '207000000280', 1.224744871391589]
['Ratte', 'Südwestwand', 'VIIa', '343', 'Ratte', 'Südwest-Wand', 'VIIa', '207000000080', 1.2021713893545778]
['Ratte', 'Nordwestweg', 'II', '11209', 'Ratte', 'Nordwest-Weg', 'II', '207000000220', 1.2021713893545778]
['Ratte', 'Pfeilerkante', 'VIIa', '1752', 'Ratte', 'Pfeilerkante', '* VIIa', '207000000120', 1.1981467170407618]
['Ratte', 'Westweg', 'V', '11160', 'Ratte', 'West-Weg', 'V', '207000000140', 1.1909671606630376]
['Ratte', 'Alter Weg', 'I', '10012', 'Ratte', 'Alter Weg', 'II', '207000000010', 1.1606990230986767]
['Ratte', 'Hürdenlauf', '2/V', '11161', 'Ratte', 'Hürdenlauf', 'V 2', '207000000510', 1.0]
['Ratte', 'Nordwestrinne', 'V', '4952', 'Ratte', 'Nordwest-Rinne', '* V', '207000000250', 0.9761904761904763]
['Ratte', 'Südkante', 'V', '1946', 'Ratte', 'Süd-Kante', '* V', '207000000040', 0.9629629629629629]
['Bilch', 'Talkamin', 'II', '13052', 'Bilch', 'Talkamin', 'II', '206000000260', 1.224744871391589]
['Bilch', 'Abendweg', 'III', '10861', 'Bilch', 'Abendweg', 'III', '206000000240', 1.224744871391589]
['Bilch', 'Kleine Spielerei', 'V', '10990', 'Bilch', 'Kleine Spielerei', 'V', '206000000440', 1.224744871391589]
['Bilch', 'Haselmaus', 'VI', '10203', 'Bilch', 'Haselmaus', 'VI', '206000000100', 1.224744871391589]
['Bilch', 'Alter Weg', 'I', '2743', 'Bilch', 'Alter Weg', 'I', '206000000010', 1.224744871391589]
['Bilch', 'Zeitvertreib', 'III', '6284', 'Bilch', 'Zeitvertreib', 'III', '206000000020', 1.224744871391589]
['Bilch', 'Schmiedebumsel', 'VIIIc', '6721', 'Bilch', 'Schmiedebumsel', 'VIIIc', '206000000280', 1.224744871391589]
['Bilch', 'Glattes Fell', 'VIIc', '1943', 'Bilch', 'Glattes Fell', 'VIIc', '206000000380', 1.224744871391589]
['Bilch', 'Höhlenbewohner', 'IV', '9054', 'Bilch', 'Höhlenbewohner', 'IV', '206000000060', 1.224744871391589]
['Bilch', 'Direkte Nordostwand', 'VIIc', '10159', 'Bilch', 'Direkte Nordost-Wand', 'VIIc', '206000000300', 1.2111748199349441]
['Bilch', 'Südweg', 'II', '9534', 'Bilch', 'Süd-Weg', 'II', '206000000040', 1.1861827340077287]
['Bilch', 'Oberkante Unterlippe', 'IXa', '6966', 'Bilch', 'Oberkante Unterlippe', 'IXa RP IXb', '206000000310', 1.1460227116229222]
['Bilch', 'Sprung', '2/I', '6191', 'Bilch', 'Sprung', 'II 2', '206000000470', 1.0]
['Einsamer Ritter', 'Jubiläumsweg', '* VIIc', '7769', 'Einsamer Ritter', 'Jubiläumsweg', '* VIIc', '205000000240', 1.224744871391589]
['Einsamer Ritter', 'Alter Weg', 'II', '9037', 'Einsamer Ritter', 'Alter Weg', 'II', '205000000020', 1.224744871391589]
['Einsamer Ritter', 'Schluchtweg', 'III', '12863', 'Einsamer Ritter', 'Schluchtweg', 'III', '205000000180', 1.224744871391589]
['Einsamer Ritter', 'Nordostkamin', 'IV', '13429', 'Einsamer Ritter', 'Nordost-Kamin', 'IV', '205000000260', 1.2039000834429212]
['Einsamer Ritter', 'Nordwestweg', 'III', '4748', 'Einsamer Ritter', 'Nordwest-Weg', 'III', '205000000140', 1.2021713893545778]
['Einsamer Ritter', 'Südriss', 'VI', '13062', 'Einsamer Ritter', 'Süd-Riss', 'VI', '205000000080', 1.1909671606630376]
['Einsamer Ritter', 'Südweg', 'III', '7645', 'Einsamer Ritter', 'Süd-Weg', 'III', '205000000040', 1.1861827340077287]
['Einsamer Ritter', 'Westkante', 'VI (VIIa)', '720', 'Einsamer Ritter', 'West-Kante', '* VI (VIIa)', '205000000110', 1.1824099451813017]
['Einsamer Ritter', 'Variante zum Südweg', 'IV', '9535', 'Einsamer Ritter', 'Variante', 'IV', '205000000060', 1.0729759158980507]
['Einsamer Ritter', 'Neuer Übergangsweg', '2/IV', '12498', 'Einsamer Ritter', 'Neuer Übergangsweg', 'IV 2', '205000000290', 1.0]
['Einsamer Ritter', 'Direkteinstieg zum Edlen Ritt', 'VIIIa', '4135', 'Einsamer Ritter', 'Edler Ritt direkt', 'VIIIa RP VIIIb', '205000000230', 0.8599966539851933]
['Wolfswand', 'Übergangsweg', 'IV', '13321', 'Wolfswand', 'Übergangsweg', 'IV', '204000000150', 1.224744871391589]
['Wolfswand', 'Rotkäppchen', 'VIIIc', '9153', 'Wolfswand', 'Rotkäppchen', 'VIIIc', '204000000020', 1.224744871391589]
['Wolfswand', 'Jahresausklang', 'VI', '5236', 'Wolfswand', 'Jahresausklang', 'VI', '204000000130', 1.224744871391589]
['Wolfswand', 'Nordwestweg', 'V', '12650', 'Wolfswand', 'Nordwest-Weg', 'V', '204000000040', 1.2021713893545778]
['Wolfswand', 'Ostkamin', 'III', '12497', 'Wolfswand', 'Ost-Kamin', 'III', '204000000110', 1.1946956382436527]
['Wolfswand', 'Alter Weg', 'III', '2741', 'Wolfswand', 'Alter Weg', '* III', '204000000010', 1.191695803839591]
['Wolfswand', 'Linker Übergang', 'VI', '11366', 'Wolfswand', 'Linker Übergangsweg', 'VI', '204000000170', 1.1681496971660899]
['Wolfswand', 'Nordwand', 'VIIc', '2788', 'Wolfswand', 'Nord-Wand', '* VIIc', '204000000060', 1.167413047551707]
['Wolfswand', 'Schweißspur', 'VIIb', '707', 'Wolfswand', 'Schweißspur', '* VIIc', '204000000140', 1.1431559629182517]
['Pfaffenschluchtspitze, Südliche', '1000-Mark-Wand', '** IXc RP Xa', '3687', 'Südliche Pfaffenschluchtspitze', '1000-Mark-Wand', '** IXc RP Xa', '203000000100', 1.224744871391589]
['Pfaffenschluchtspitze, Südliche', 'Inflation', '** Xb RP XIa', '5562', 'Südliche Pfaffenschluchtspitze', 'Inflation', '** Xb RP XIa', '203000000120', 1.224744871391589]
['Pfaffenschluchtspitze, Südliche', 'Spreizvariante', 'VIIb (VIIc)', '1922', 'Südliche Pfaffenschluchtspitze', 'Spreizvariante', 'VIIb (VIIc)', '203000000070', 1.224744871391589]
['Pfaffenschluchtspitze, Südliche', 'Nordwest-Riss', 'VIIb (VIIc)', '11324', 'Südliche Pfaffenschluchtspitze', 'Nordwest-Riss', 'VIIb (VIIc)', '203000000140', 1.224744871391589]
['Pfaffenschluchtspitze, Südliche', 'Der Ringlose', '! VIIIc', '11213', 'Südliche Pfaffenschluchtspitze', 'Der Ringlose', '! VIIIc', '203000000080', 1.224744871391589]
['Pfaffenschluchtspitze, Südliche', 'San Miguel', '* Xa RP Xb', '2579', 'Südliche Pfaffenschluchtspitze', 'San Miguel', '* Xa RP Xb', '203000000090', 1.224744871391589]
['Pfaffenschluchtspitze, Südliche', 'Alter Weg', 'III', '5842', 'Südliche Pfaffenschluchtspitze', 'Alter Weg', 'III', '203000000010', 1.224744871391589]
['Pfaffenschluchtspitze, Südliche', 'Südostweg', 'IV', '7595', 'Südliche Pfaffenschluchtspitze', 'Südost-Weg', 'IV', '203000000040', 1.1976829482147788]
['Pfaffenschluchtspitze, Südliche', 'Nordkante', '* IV', '2472', 'Südliche Pfaffenschluchtspitze', 'Nord-Kante', '* IV', '203000000160', 1.1976829482147788]
['Pfaffenschluchtspitze, Südliche', 'Südkante', 'VIIb (VIIc)', '1921', 'Südliche Pfaffenschluchtspitze', 'Süd-Kante', 'VIIb (VIIc)', '203000000060', 1.1946956382436527]
['Pfaffenschluchtspitze, Südliche', 'Blüte', 'IXa', '12902', 'Südliche Pfaffenschluchtspitze', 'Blüte', 'VIIIc RP IXa', '203000000020', 1.0555263153844796]
['Pfaffenschluchtspitze, Südliche', 'Eine Weile Nichts', '4/I', '6587', 'Südliche Pfaffenschluchtspitze', 'Eine Weile nichts', 'I 4', '203000000220', 1.0]
['Pfaffenschluchtspitze, Südliche', 'Sonne ab 1', 'RP IXa', '8844', 'Südliche Pfaffenschluchtspitze', 'Fort Knox', 'XIa RP XIb', '203000000130', 0.6803032412093889]
['Junggeselle', 'Rentnerdach', 'VIIb', '6742', 'Junggeselle', 'Rentnerdach', 'VIIb', '202000000050', 1.224744871391589]
['Junggeselle', 'Ohne Schund', 'VI', '12299', 'Junggeselle', 'Ohne Schund', 'VI', '202000000030', 1.224744871391589]
['Junggeselle', 'Fröhliches Herz', 'VIIc', '7218', 'Junggeselle', 'Fröhliches Herz', 'VIIc', '202000000100', 1.224744871391589]
['Junggeselle', 'Nordwestweg', 'VI', '9142', 'Junggeselle', 'Nordwest-Weg', 'VI', '202000000140', 1.2021713893545778]
['Junggeselle', 'Lustige Witwe', 'VIIc', '139', 'Junggeselle', 'Lustige Witwe', '* VIIc', '202000000020', 1.1981467170407618]
['Junggeselle', 'Nordwestwand', 'VIIIb RP VIIIc', '3679', 'Junggeselle', 'Nordwest-Wand', '* VIIIb RP VIIIc', '202000000120', 1.1933411567405228]
['Junggeselle', 'Südweg', 'V', '11365', 'Junggeselle', 'Süd-Weg', 'V', '202000000070', 1.1861827340077287]
['Junggeselle', 'Direkte Südkante', 'VIIc', '9512', 'Junggeselle', 'Direkte Süd-Kante', '!* VIIc', '202000000090', 1.1645731018845693]
['Junggeselle', 'Singleparty', 'RP VIIIa', '2767', 'Junggeselle', 'Singleparty', '!* VIIIa', '202000000110', 1.1522432031012249]
['Junggeselle', 'Südkante', 'VIIa', '2078', 'Junggeselle', 'Süd-Kante', '!* VIIa', '202000000080', 1.1499388663896313]
